date,platform,content_type,post_id,followers,impressions,likes,shares,comments,ad_spend_usd,hashtag,clicks,revenue_usd,leads,customers,avg_order_value,avg_orders_per_year,avg_cust_lifespan
22-05-2024,Twitter,Story,POST00658,32226,41758,4188,67,355,45.56,#marketing,3046,211.74,498,197,93.44,8,4.74
07-06-2024,LinkedIn,Image,POST00659,24852,34224,2247,493,467,102.01,#socialmedia,489,485.6,199,168,40.86,2,3.63
01-01-2024,Instagram,Live,POST00660,33082,64786,4064,816,307,472.16,#marketing,6517,882.67,150,250,48.23,11,4.88
26-04-2024,Instagram,Image,POST00661,23794,75342,4905,51,18,488.36,#socialmedia,13350,761.05,304,415,103.41,6,3.89
23-02-2024,TikTok,Image,POST00662,42420,15408,945,881,364,191.25,#branding,799,448.27,319,194,191.57,2,1.17
27-04-2024,TikTok,Video,POST00663,14379,93117,3990,362,299,462.03,#growth,13333,1881.57,159,85,73.19,4,1.94
03-01-2024,Twitter,Live,POST00664,8006,51126,2348,796,6,274.69,#branding,1113,1364.76,261,455,113.69,6,1.08
23-05-2024,Facebook,Story,POST00665,9682,37728,335,916,248,138.52,#marketing,6613,400.38,460,102,145.07,11,1.46
12-01-2024,LinkedIn,Video,POST00666,34840,23886,1544,473,427,352.69,#digital,1995,1473.77,147,449,66.16,1,3.47
14-03-2024,Twitter,Image,POST00667,33430,47254,3490,845,116,331.16,#branding,5810,1730.58,62,130,199.54,9,2.03
16-01-2024,TikTok,Image,POST00668,24091,28802,3871,520,67,494.62,#growth,2573,1052.91,233,179,37.86,10,1.16
11-04-2024,LinkedIn,Image,POST00669,33983,61315,1995,762,33,136.2,#marketing,2781,466.58,317,89,121.67,8,1.27
31-05-2024,TikTok,Live,POST00670,24989,85248,4942,430,193,337.67,#branding,14824,1507.54,378,87,63.56,6,4.9
04-06-2024,LinkedIn,Live,POST00671,10915,63844,4613,843,324,30.75,#socialmedia,5541,95.53,56,174,65.94,7,2.63
26-04-2024,Facebook,Video,POST00672,43552,36118,2788,297,54,61.25,#digital,3034,351.77,83,184,98.18,2,3.76
08-01-2024,Twitter,Story,POST00673,19990,76734,1280,434,265,6.94,#marketing,1761,20.01,263,172,133.35,2,1.46
01-05-2024,LinkedIn,Video,POST00674,25734,61614,650,695,479,499.73,#branding,4010,1427.59,183,148,115.25,10,4.26
01-04-2024,Instagram,Reel,POST00675,15824,70630,4713,690,41,402.13,#marketing,4760,1351.78,430,452,196.04,3,3.52
12-06-2024,Instagram,Image,POST00676,37081,26025,4088,197,296,394.43,#socialmedia,2501,1362.64,264,374,141.63,9,3.17
30-03-2024,LinkedIn,Image,POST00677,12033,80318,4671,127,460,257.31,#growth,5407,1203.83,351,89,185.2,7,2.19
15-05-2024,LinkedIn,Image,POST00678,43736,14834,1377,531,230,153.53,#branding,2053,603.97,188,395,176.8,8,3.04
29-02-2024,LinkedIn,Video,POST00679,17241,95215,4052,983,452,79.88,#marketing,2317,411.56,146,154,193.86,11,2.47
26-06-2024,Instagram,Video,POST00680,6939,63267,2585,410,377,145.91,#marketing,12456,271.15,365,336,136.55,8,3.16
28-01-2024,Instagram,Image,POST00681,48464,7144,3613,933,393,191.11,#marketing,421,478.93,346,372,107.16,1,2.26
10-04-2024,LinkedIn,Video,POST00682,48562,33433,1591,839,9,379.37,#growth,1652,1214.87,396,164,179.68,7,3.67
10-02-2024,TikTok,Live,POST00683,36063,43969,1996,64,357,272.13,#marketing,3070,1068.37,337,468,198.43,7,3.62
03-06-2024,TikTok,Live,POST00684,35464,34187,2250,693,474,43.35,#digital,6428,167.47,221,269,135.34,6,4.56
24-05-2024,Facebook,Video,POST00685,12185,53156,3976,240,443,13.92,#digital,177,28.95,105,310,197.62,10,2.66
09-06-2024,Twitter,Image,POST00686,28045,17875,2115,368,127,55.65,#marketing,3359,94.29,246,259,58.79,3,4.13
05-06-2024,TikTok,Video,POST00687,45769,65706,138,535,178,208.2,#digital,11684,546.9,79,270,31.04,9,2.98
20-05-2024,Instagram,Video,POST00688,48118,96962,4811,383,404,466.93,#branding,293,2063,330,380,189.63,5,3.27
15-02-2024,TikTok,Video,POST00689,20167,37107,4006,430,391,320.51,#digital,1069,965.44,291,384,44.14,3,3.91
04-02-2024,Facebook,Reel,POST00690,37412,83678,861,966,192,401.9,#marketing,9790,1444.97,212,59,191.36,9,1.4
13-05-2024,Facebook,Live,POST00691,22625,24493,4113,82,91,235.86,#socialmedia,2893,929,168,357,99.36,6,3.69
22-03-2024,Twitter,Story,POST00692,40188,44886,2086,981,368,184.02,#branding,6328,784.92,204,99,37.37,10,4.23
24-04-2024,TikTok,Story,POST00693,28076,46787,3004,830,230,58.66,#growth,8584,311.65,270,113,71.73,7,4.37
16-02-2024,Instagram,Reel,POST00694,45605,87224,3754,696,77,438.59,#marketing,9144,1474.36,274,166,119.54,6,4.9
01-06-2024,Instagram,Video,POST00695,20029,98632,2766,950,84,392.66,#growth,3459,1478.05,153,352,37.02,7,3
10-01-2024,LinkedIn,Reel,POST00696,23973,93808,1654,827,29,88.22,#socialmedia,14882,481.88,487,466,98.45,3,4.27
25-02-2024,Instagram,Reel,POST00697,40121,96893,4381,610,212,258.57,#growth,8976,1141.17,80,188,146.04,6,1.15
30-01-2024,Twitter,Image,POST00698,32433,76812,3154,573,48,246.25,#marketing,8056,1155.01,200,438,174.22,6,4.25
18-04-2024,Twitter,Live,POST00699,44309,98871,252,285,264,314.42,#marketing,9592,504.67,458,241,121.3,6,2.2
05-01-2024,Instagram,Story,POST00700,2932,75824,4095,988,144,473.36,#socialmedia,2037,1529.3,119,174,122.34,11,4.76
28-04-2024,Instagram,Video,POST00701,45254,71696,180,533,68,291.99,#marketing,6068,1026.72,374,154,73.53,1,3.98
02-02-2024,LinkedIn,Story,POST00702,2757,70514,662,458,57,272.41,#socialmedia,13219,976.73,421,55,105.28,8,4.33
27-04-2024,Instagram,Story,POST00703,31722,8710,3522,211,184,29.91,#socialmedia,953,103.13,366,39,182.45,4,2.95
05-03-2024,LinkedIn,Live,POST00704,38853,11422,1509,125,61,36.14,#marketing,1761,196.9,195,477,67.28,7,3.95
25-05-2024,LinkedIn,Story,POST00705,39405,36789,2109,412,478,97.74,#digital,2934,286.9,448,196,189.38,11,4.45
25-06-2024,Instagram,Story,POST00706,2116,33840,2168,498,307,21.07,#socialmedia,2801,84.43,330,194,105.75,2,4.23
11-01-2024,Facebook,Reel,POST00707,44527,40350,1982,424,444,372.96,#marketing,2756,1487.07,411,408,61.88,5,4.26
25-03-2024,Facebook,Live,POST00708,12691,57484,3935,553,295,363.05,#digital,4573,840.02,481,267,174.53,2,2.66
26-01-2024,LinkedIn,Image,POST00709,1492,84678,2268,609,165,72.35,#socialmedia,9100,281.26,84,396,83.1,5,2.22
03-03-2024,Instagram,Video,POST00710,28882,11594,4049,960,170,418.86,#digital,1358,1581.71,250,209,199.43,6,4.67
26-03-2024,Facebook,Story,POST00711,9811,88459,2045,542,62,81.62,#branding,15299,361.02,102,270,52.42,3,2.15
28-02-2024,Instagram,Video,POST00712,28808,33918,3281,157,146,154.08,#branding,4862,487.5,116,484,146.13,3,4.49
27-01-2024,Instagram,Image,POST00713,25272,6241,867,111,483,128.24,#digital,498,452.76,298,392,50.84,9,2.2
25-06-2024,Instagram,Video,POST00714,29399,72874,3833,401,305,189.29,#socialmedia,1342,388.98,294,182,91.84,9,4.06
09-06-2024,TikTok,Image,POST00715,7474,69298,1059,758,160,131.06,#marketing,1921,533.54,354,368,129.51,7,3.78
07-04-2024,Instagram,Reel,POST00716,27956,71032,4000,121,140,247.03,#growth,2780,888.39,257,199,142.43,11,1.73
14-04-2024,TikTok,Story,POST00717,48153,22664,308,272,333,206.67,#marketing,2589,536.27,476,440,94.54,7,1.43
08-04-2024,LinkedIn,Image,POST00718,43506,36095,933,293,96,493.35,#growth,1318,1020.19,363,112,133.61,10,3.57
08-05-2024,Facebook,Video,POST00719,14979,30757,4242,397,445,32.68,#growth,4445,85.04,210,317,75.1,4,3.06
28-05-2024,Facebook,Story,POST00720,45523,14711,4316,470,220,75.38,#socialmedia,831,125.54,194,284,147.94,1,1.44
24-02-2024,Facebook,Reel,POST00721,43565,96489,2809,984,42,31.15,#digital,4476,79.91,132,446,45.94,3,4.45
06-01-2024,Facebook,Story,POST00722,29328,5732,4885,206,432,314.79,#marketing,222,919.17,264,272,199.95,4,2.96
04-04-2024,Facebook,Image,POST00723,48375,68253,4072,109,291,31.98,#digital,7857,67.17,201,459,186.89,3,3.57
12-05-2024,Facebook,Reel,POST00724,13867,53191,4055,439,377,419.04,#branding,8518,1845.71,57,405,81.2,10,1.95
11-04-2024,Facebook,Video,POST00725,26851,90265,1812,277,107,258.41,#socialmedia,17130,1299.24,388,317,115.47,1,3.24
03-01-2024,LinkedIn,Reel,POST00726,32279,80268,2723,962,265,265.87,#socialmedia,4958,830.93,437,32,176.97,9,3.88
23-01-2024,Instagram,Reel,POST00727,31527,26113,4516,567,94,282.99,#branding,468,1506.33,433,358,28.24,3,4.5
22-02-2024,Twitter,Live,POST00728,8866,14526,2863,886,261,89.55,#marketing,1667,143.73,309,189,178.63,11,2.7
13-06-2024,TikTok,Reel,POST00729,16449,54035,2667,914,312,102.86,#branding,5190,188.54,428,225,64.89,3,3.01
23-03-2024,Twitter,Reel,POST00730,11685,94590,4532,568,384,162.81,#marketing,17658,917.09,375,259,30.72,8,2.43
24-05-2024,Twitter,Story,POST00731,24544,31408,3356,939,70,298.78,#growth,520,784.53,51,96,174.61,7,1.18
25-03-2024,Instagram,Video,POST00732,6451,52613,1481,481,441,109.01,#socialmedia,4736,451.49,265,46,113.08,9,3.64
18-03-2024,Instagram,Story,POST00733,22642,20110,2959,802,218,62.58,#marketing,2375,220.46,185,452,87.43,2,3.17
19-04-2024,Instagram,Story,POST00734,42316,47146,951,113,20,485.21,#digital,968,779.97,91,416,39.98,9,2.27
01-01-2024,Facebook,Image,POST00735,40954,63685,1917,892,91,15.88,#digital,3801,38.46,446,94,127.91,11,4.46
20-02-2024,LinkedIn,Story,POST00736,39870,73067,4847,896,126,402.34,#socialmedia,6308,650.33,252,201,179.14,5,1.3
21-06-2024,Facebook,Live,POST00737,32030,48074,1253,819,79,395.08,#branding,8426,2064.49,471,396,144.65,3,3.41
04-01-2024,LinkedIn,Live,POST00738,31873,91551,4433,852,311,152.12,#branding,8227,536.44,402,266,79.55,11,4.18
22-04-2024,LinkedIn,Image,POST00739,1619,36682,1476,476,237,72.14,#marketing,1244,344.18,178,442,158.3,3,4.16
01-02-2024,Twitter,Video,POST00740,34650,1070,3967,709,470,77.09,#branding,189,256.63,450,315,108.89,6,1.19
03-02-2024,Twitter,Video,POST00741,26372,98290,1976,932,371,350.23,#socialmedia,5149,1451.94,465,193,190.7,5,1.25
01-04-2024,LinkedIn,Story,POST00742,4642,19788,385,320,403,323.19,#marketing,1952,1480.82,163,238,52.78,6,1.2
04-04-2024,LinkedIn,Story,POST00743,29001,79324,272,178,485,392.46,#growth,12097,912.27,356,238,69.35,3,2.02
12-03-2024,Facebook,Story,POST00744,35064,30377,4372,896,181,469.05,#branding,2490,1085.88,388,44,43.84,9,2.69
08-02-2024,Facebook,Video,POST00745,30290,84925,3398,218,24,347.5,#branding,15770,568.61,441,281,157.48,6,2.33
02-06-2024,Twitter,Reel,POST00746,15122,1417,3405,788,155,82.15,#marketing,65,481.86,426,443,33.74,10,4.69
10-06-2024,Instagram,Live,POST00747,25820,76102,1954,948,4,125.5,#digital,9691,373.92,442,178,60.25,5,3.7
27-04-2024,LinkedIn,Reel,POST00748,3895,95540,1903,527,119,421.89,#branding,9323,700.77,140,304,129.13,7,2.8
03-01-2024,Facebook,Reel,POST00749,6366,65075,3644,491,276,108.61,#socialmedia,5740,196.92,404,271,73.11,4,1.96
02-05-2024,Twitter,Video,POST00750,9711,73018,1662,890,17,40.9,#branding,11409,233.59,367,141,46.52,2,2.81
19-02-2024,Facebook,Reel,POST00751,20596,39604,4151,60,430,353.12,#growth,5122,1011.86,324,407,139.66,8,3.84
12-01-2024,LinkedIn,Image,POST00752,19793,18562,3902,53,197,204.25,#branding,2832,1158.06,99,173,107.74,8,4.97
23-02-2024,LinkedIn,Story,POST00753,9199,17499,609,679,56,460.42,#digital,83,2441.87,100,118,119.81,11,3.99
12-05-2024,TikTok,Image,POST00754,11717,62345,4825,537,92,326.88,#branding,12004,1714.96,236,271,96.34,9,2.16
26-02-2024,Instagram,Live,POST00755,37191,10441,1922,847,18,49.76,#marketing,1855,155.64,124,320,89.5,3,3.4
24-05-2024,TikTok,Story,POST00756,11211,61669,1302,987,383,474.19,#branding,1395,1357.73,438,228,75.24,11,4.18
21-04-2024,Twitter,Reel,POST00757,46550,23970,610,64,352,132.99,#digital,4467,484.22,493,66,73.85,11,1.1
16-02-2024,Facebook,Live,POST00758,24360,60321,390,611,192,171.92,#marketing,2205,770.51,489,211,172.48,6,4.3
30-05-2024,Twitter,Story,POST00759,22542,87169,4223,585,236,204.12,#socialmedia,5097,578.02,256,25,180.01,5,4.48
25-03-2024,LinkedIn,Reel,POST00760,32312,44935,3647,703,386,30.36,#marketing,3775,86.54,81,235,141.76,10,3.4
21-05-2024,TikTok,Image,POST00761,46242,5029,2173,170,425,250.78,#growth,986,806.47,492,411,198.52,6,2.62
06-03-2024,TikTok,Story,POST00762,37435,83555,4365,272,276,66.04,#marketing,7494,327.92,487,269,22.49,8,1.86
15-03-2024,TikTok,Reel,POST00763,29247,12692,1108,888,226,203.48,#socialmedia,2228,512.11,300,457,133.64,1,2
27-06-2024,Twitter,Image,POST00764,23357,74602,375,698,232,178.6,#branding,8738,648.42,359,57,158.74,7,2.32
12-04-2024,LinkedIn,Live,POST00765,42045,73262,2580,534,39,387.56,#marketing,4819,1840.88,315,136,153.49,11,3.42
14-06-2024,Facebook,Live,POST00766,28691,87295,3429,390,322,402.57,#marketing,13570,2295.23,312,172,22.21,4,4.39
07-02-2024,Facebook,Live,POST00767,13424,34587,2486,939,152,80.94,#marketing,1129,304.95,180,254,176.97,10,3.63
19-02-2024,Twitter,Live,POST00768,19852,67177,800,692,126,186.44,#marketing,8294,710.67,90,42,115.21,3,4.72
07-04-2024,TikTok,Video,POST00769,23601,5127,3579,326,236,189.81,#socialmedia,894,717.29,261,372,31.46,6,2.01
22-03-2024,Instagram,Story,POST00770,19020,57041,756,107,485,79.95,#digital,8302,182.77,206,70,152.25,1,3.44
30-01-2024,Twitter,Story,POST00771,9155,68726,322,846,492,400.23,#digital,11976,1521.2,129,451,127.26,3,1
19-03-2024,Twitter,Video,POST00772,4583,3755,4643,161,54,355.08,#marketing,150,1829.71,80,213,128.77,10,2.93
31-03-2024,LinkedIn,Reel,POST00773,16515,57933,930,813,467,99.24,#socialmedia,455,548.56,443,153,126.41,3,2.88
27-06-2024,Facebook,Reel,POST00774,37777,5713,1087,451,435,186.53,#socialmedia,134,856.18,477,26,196.28,11,1.73
21-02-2024,Twitter,Live,POST00775,20710,19904,2839,205,171,57.37,#marketing,3493,136.85,77,169,99.59,3,1.37
14-06-2024,Twitter,Image,POST00776,44178,25880,2391,589,108,315.96,#growth,4711,511.16,425,148,117.98,10,1.38
19-03-2024,TikTok,Reel,POST00777,25532,91556,3628,15,353,65.08,#marketing,15509,242.54,140,469,169.42,2,3.6
30-01-2024,TikTok,Image,POST00778,19601,19673,807,326,468,493.04,#growth,1928,1563.81,68,151,158.99,9,1.52
15-04-2024,Instagram,Story,POST00779,5967,53527,4453,607,183,391.44,#marketing,1075,2220.82,255,271,96.07,5,1.14
20-02-2024,LinkedIn,Image,POST00780,19753,24489,282,658,438,198.17,#growth,666,692.68,423,258,115.55,3,4.04
21-03-2024,Instagram,Story,POST00781,21022,25019,3020,1,367,291.39,#growth,2174,746.5,119,144,134,6,1.77
12-05-2024,TikTok,Video,POST00782,44463,22939,4825,9,470,456.11,#marketing,2492,2688.72,374,342,75.91,7,4.05
29-01-2024,Facebook,Video,POST00783,10135,77449,1783,433,197,279.28,#growth,12170,866.39,318,465,155.46,5,2.72
11-05-2024,TikTok,Live,POST00784,6722,15495,2557,124,370,91.38,#branding,2067,479.38,135,443,120.88,6,4.89
17-05-2024,LinkedIn,Reel,POST00785,28413,24059,3174,80,372,192.46,#digital,853,909.43,235,405,91.98,5,4.15
24-05-2024,TikTok,Live,POST00786,28236,89549,4790,484,460,422.36,#socialmedia,16160,2321.49,311,450,105.94,5,2.98
14-03-2024,LinkedIn,Story,POST00787,16514,5521,4727,651,496,323.89,#growth,746,536.78,195,429,105.04,10,1.35
17-01-2024,LinkedIn,Live,POST00788,44896,98500,956,837,86,327.11,#growth,2160,1696.86,161,380,170.66,10,1.16
24-03-2024,LinkedIn,Image,POST00789,38212,21619,2675,149,200,434.08,#socialmedia,2480,2468.41,351,388,24.53,10,1.53
09-03-2024,LinkedIn,Story,POST00790,41386,52039,516,799,336,447.52,#growth,5190,1699.07,151,379,144.2,2,2.24
03-02-2024,LinkedIn,Video,POST00791,21331,95335,253,872,321,460.3,#socialmedia,11913,1820.06,484,87,115.95,2,1.35
06-01-2024,Facebook,Reel,POST00792,19060,39850,515,339,274,51.95,#marketing,7190,308.38,339,331,164.25,9,4.87
22-02-2024,Instagram,Story,POST00793,2196,46723,4527,128,210,274.34,#branding,1297,1324.02,356,22,125.41,4,3.99
05-05-2024,Twitter,Story,POST00794,13297,26017,3168,437,390,371.55,#branding,1970,1682.61,461,441,193.15,5,3.76
12-02-2024,Instagram,Image,POST00795,3787,79153,3600,750,117,379.68,#digital,1164,2172.62,366,53,73.7,1,4.32
24-04-2024,LinkedIn,Reel,POST00796,24816,22750,1882,500,190,305.32,#growth,363,594.5,377,394,45.79,3,1.26
20-04-2024,Facebook,Video,POST00797,41695,84986,3803,57,41,87.56,#digital,5337,392.43,196,441,187.36,9,1.57
30-05-2024,TikTok,Story,POST00798,20702,83395,1202,197,41,399.72,#marketing,9901,1541.39,385,60,127.22,4,3.41
20-03-2024,Facebook,Story,POST00799,26242,89632,4435,210,314,361.46,#branding,16233,1907.35,169,374,173.73,2,2.86
04-04-2024,LinkedIn,Image,POST00800,3176,91566,4755,913,275,47.64,#marketing,745,209.42,117,438,78.73,5,3.17
27-04-2024,Facebook,Live,POST00801,21127,67298,1474,901,328,234.59,#marketing,11994,1161.06,316,313,21.26,10,2.49
23-05-2024,Facebook,Video,POST00802,42560,54699,400,44,16,91.12,#growth,2854,176.21,417,185,81.89,8,3.03
08-01-2024,LinkedIn,Reel,POST00803,28228,60046,4486,96,282,172.05,#marketing,190,288.73,430,164,162.99,8,1.49
11-05-2024,Facebook,Story,POST00804,21208,88651,3387,278,430,13.95,#branding,4961,75.31,420,169,160.23,7,4.56
13-04-2024,Twitter,Story,POST00805,29482,3827,4847,534,257,203.16,#digital,167,1045.15,146,210,82.42,11,1.37
11-05-2024,Twitter,Video,POST00806,10171,30268,4925,409,62,277.19,#branding,20,862.81,176,286,82.02,11,2.94
25-01-2024,Facebook,Live,POST00807,36219,64918,682,460,61,311.69,#growth,11385,619.93,208,98,183.94,5,2.47
05-04-2024,TikTok,Story,POST00808,34396,94886,2570,390,99,333.43,#branding,11536,1558.67,336,383,21.49,3,4.88
03-06-2024,LinkedIn,Video,POST00809,43589,43288,1221,846,18,418.96,#socialmedia,5889,992.65,108,474,155.56,4,2.02
02-04-2024,Twitter,Image,POST00810,41546,82884,939,43,16,111.65,#digital,10481,436.04,320,400,101.39,2,2.89
08-06-2024,TikTok,Live,POST00811,4696,47330,1549,26,324,64.64,#socialmedia,3700,142.51,438,60,169.07,6,3.52
26-06-2024,Facebook,Reel,POST00812,21058,52946,922,793,422,426.51,#socialmedia,3774,1185.38,339,215,97.11,10,4.74
01-03-2024,TikTok,Story,POST00813,21313,15660,653,96,465,82.52,#growth,2144,391.64,133,98,147.43,7,1.68
01-05-2024,Instagram,Video,POST00814,20149,57083,4532,974,372,487.51,#marketing,5305,2159.48,216,413,43.87,5,3.95
20-02-2024,Twitter,Image,POST00815,46740,34498,511,547,245,422.06,#socialmedia,278,1369.11,236,458,102.6,6,3.35
26-05-2024,Facebook,Reel,POST00816,42075,27730,739,620,250,252.93,#branding,1103,1252.35,54,124,128.99,8,1.19
21-01-2024,LinkedIn,Video,POST00817,5956,9576,1293,566,454,490.8,#marketing,1126,2649.7,260,368,130.55,11,4.64
05-01-2024,Facebook,Video,POST00818,11195,69841,2128,703,80,53.2,#branding,11455,139.71,492,146,156.89,5,3.98
01-04-2024,LinkedIn,Reel,POST00819,18076,31585,4562,218,38,155.02,#branding,3428,692.05,182,244,160.48,7,1.48
18-06-2024,Facebook,Image,POST00820,2105,56071,4396,184,35,320.92,#marketing,8112,1463.53,100,259,163.24,4,4.75
01-03-2024,TikTok,Image,POST00821,16417,15215,3846,68,423,178.25,#marketing,2761,378.34,472,461,27.26,8,1.84
22-01-2024,TikTok,Live,POST00822,25729,6250,929,828,428,464.54,#branding,433,1370.52,74,294,54.74,5,3.89
28-05-2024,TikTok,Story,POST00823,47956,79268,4060,129,387,37.48,#growth,11804,109.22,441,28,36.45,4,2.39
10-03-2024,Instagram,Reel,POST00824,31099,36403,2349,566,485,276.96,#digital,2514,1453.13,73,300,60.72,8,2.87
01-01-2024,LinkedIn,Reel,POST00825,33598,72989,765,889,408,297.48,#digital,9680,1678.84,177,335,115.92,7,2.68
12-05-2024,TikTok,Reel,POST00826,30961,32593,1879,608,196,328.1,#growth,510,1725.14,316,229,146.89,10,2.98
12-01-2024,Instagram,Image,POST00827,13602,91536,4482,847,157,131.55,#marketing,5592,417.55,231,402,119.42,5,2.47
30-03-2024,LinkedIn,Story,POST00828,10256,88454,517,598,203,185.46,#branding,17575,377.75,82,409,43.27,9,3.76
15-02-2024,Facebook,Live,POST00829,21584,34814,1446,805,195,422.62,#digital,1014,1304.04,349,234,175.43,9,4.42
03-02-2024,Instagram,Video,POST00830,47980,48725,2585,630,215,101.5,#branding,690,235.88,191,35,116.82,4,3.35
25-06-2024,Twitter,Video,POST00831,35681,88485,3436,719,284,414.3,#growth,15944,2400.1,150,139,169.14,2,1.86
18-03-2024,Instagram,Reel,POST00832,26792,83514,568,333,456,283.51,#branding,12109,1603.41,374,255,87.68,1,2.23
14-02-2024,Instagram,Story,POST00833,22904,35679,3112,924,195,382.28,#growth,3737,823.47,257,129,147.39,6,2.29
03-06-2024,LinkedIn,Image,POST00834,44361,25838,4526,153,306,358.24,#marketing,1720,1814.42,436,273,112.15,6,4.59
13-03-2024,Facebook,Story,POST00835,35540,92935,3632,546,151,107.72,#growth,18491,597.05,239,68,91.01,5,2.55
26-01-2024,Twitter,Story,POST00836,27536,70181,4409,78,13,286.56,#growth,1427,964.39,123,442,144.3,8,1.28
16-02-2024,TikTok,Image,POST00837,20164,32601,4067,578,324,434.52,#digital,3726,2155.28,207,484,62.95,1,4.54
30-04-2024,TikTok,Reel,POST00838,13996,3275,3725,854,145,218.9,#branding,112,645.2,240,47,186.42,6,4.66
25-02-2024,Instagram,Story,POST00839,3871,97683,1311,412,425,483.46,#digital,13405,732.84,51,253,121.96,11,3.51
03-04-2024,LinkedIn,Video,POST00840,47002,46119,2165,545,56,228.85,#socialmedia,7572,736.73,446,376,149.94,9,2.42
16-04-2024,LinkedIn,Image,POST00841,23626,46338,702,608,210,75.68,#growth,8631,362.43,271,256,132.15,6,1.99
03-03-2024,TikTok,Live,POST00842,11521,20039,4360,168,267,197.77,#socialmedia,1974,1129.21,224,235,133.98,10,1.28
17-02-2024,Twitter,Reel,POST00843,44410,57624,1488,680,209,476.09,#digital,10273,1201.3,110,46,29.06,9,4.19
01-03-2024,Facebook,Image,POST00844,2132,65649,266,662,16,163.26,#branding,10707,618.99,307,51,65.71,4,2.62
21-03-2024,Twitter,Live,POST00845,34467,27116,2440,582,285,434.71,#digital,4337,1033.83,147,279,194.12,7,1.97
26-01-2024,Facebook,Live,POST00846,15534,80155,451,514,343,441.22,#branding,10505,2027.14,441,470,146.47,10,1.44
05-02-2024,TikTok,Story,POST00847,24854,91195,1891,313,202,178.34,#branding,16528,558.12,489,447,38.11,4,3.56
01-01-2024,Facebook,Story,POST00848,43998,55067,2656,31,98,46.21,#marketing,9154,142.65,338,158,143.27,6,3.24
08-01-2024,LinkedIn,Story,POST00849,40065,37599,3830,286,278,363.66,#growth,3003,1164.46,471,364,122.12,5,4.25
22-04-2024,Instagram,Image,POST00850,46607,76331,4687,593,208,159.2,#digital,6841,678.48,212,368,57.4,1,4.21
08-04-2024,Instagram,Image,POST00851,8812,62299,1745,42,128,392.55,#branding,2716,1800.46,256,329,164.22,3,1.08
28-06-2024,TikTok,Reel,POST00852,5557,90721,3745,902,334,224.11,#digital,16693,825.22,405,226,56.52,2,4.22
16-02-2024,LinkedIn,Story,POST00853,3179,25979,2655,616,287,245.21,#digital,4936,857.95,289,20,186.83,7,3.36
06-05-2024,Twitter,Live,POST00854,44798,46672,28,0,251,390.07,#branding,7129,1921.13,265,274,77.45,2,1.03
25-02-2024,LinkedIn,Video,POST00855,10065,99665,1134,572,264,194.27,#socialmedia,6758,750.19,186,445,166.65,3,4.98
14-01-2024,Instagram,Reel,POST00856,9275,56363,3995,269,270,224.35,#growth,1394,1304.39,57,321,181.5,3,4.53
28-01-2024,Instagram,Image,POST00857,48857,42543,2664,179,411,191.21,#growth,3417,467.76,93,239,56.92,6,4.07
18-03-2024,LinkedIn,Reel,POST00858,36948,83069,2090,735,407,186.83,#marketing,3015,731.79,433,432,168.86,8,4.1
09-05-2024,LinkedIn,Reel,POST00859,21700,15908,1557,517,187,265.34,#marketing,1993,1285.34,55,442,176.56,2,2.63
18-04-2024,Instagram,Reel,POST00860,40464,58480,871,102,418,405.36,#marketing,10560,1255.14,463,227,32.01,8,2.58
02-06-2024,Twitter,Reel,POST00861,43351,83456,164,9,213,184.08,#growth,4592,666.19,219,148,178.1,7,1.41
14-01-2024,TikTok,Video,POST00862,28794,16851,3504,582,282,264.51,#socialmedia,2795,1065.93,50,22,63.63,2,4.07
25-02-2024,TikTok,Story,POST00863,29783,4631,914,89,210,337.01,#growth,187,1586.09,104,224,110.97,1,4.36
24-04-2024,LinkedIn,Live,POST00864,17998,45325,1279,225,364,138.37,#growth,6650,521.24,415,290,49.64,8,4.21
07-01-2024,TikTok,Reel,POST00865,14869,11849,414,669,75,142.37,#growth,1806,689.66,472,344,22.48,8,4.34
03-01-2024,Instagram,Reel,POST00866,45525,61431,853,739,147,467.04,#growth,714,855.74,297,402,123.05,6,1.74
20-04-2024,Instagram,Reel,POST00867,29152,44754,1792,916,320,363.15,#socialmedia,981,1095.28,355,202,195.96,4,2.35
30-05-2024,LinkedIn,Story,POST00868,21954,38725,1574,125,212,290.71,#marketing,7309,1370,410,429,164.6,6,1.9
16-04-2024,LinkedIn,Image,POST00869,32555,12953,1194,955,432,325.62,#digital,2517,919.89,304,381,28.27,4,1.85
18-01-2024,LinkedIn,Image,POST00870,17654,19314,756,208,108,19.5,#marketing,374,35.09,246,105,103.94,9,2.3
07-02-2024,Twitter,Video,POST00871,46026,18763,1735,96,128,310.96,#marketing,57,1625.88,480,490,47.2,9,2.19
24-04-2024,TikTok,Image,POST00872,36236,78194,3198,73,9,257.21,#digital,13699,1370.52,423,255,34.71,11,4.72
15-01-2024,LinkedIn,Reel,POST00873,47976,16235,280,626,46,275.15,#growth,2589,1507.19,99,76,98.13,10,1.31
28-04-2024,Facebook,Reel,POST00874,16042,16330,4875,190,378,182.91,#socialmedia,693,756.67,256,48,120.4,1,3.09
28-01-2024,Facebook,Reel,POST00875,26966,48393,3966,681,314,45.33,#socialmedia,6988,72.14,143,197,122.02,7,4.01
08-02-2024,Instagram,Video,POST00876,49407,45173,181,818,95,100.7,#marketing,4755,480.67,339,214,59.31,11,4
